渠道,产品名称,品牌,产品大类,重量(克),含税价¥,克单价¥/g,500g单价¥,20支成本¥
huasheng,丰收桶装 Harvest Volume 100g,丰收,烟丝,100.0,120.34,1.2,600.0,17.9
huasheng,丰收野梅 Harvest Wild Berry 40g,丰收,烟丝,40.0,53.89,1.35,675.0,19.7
huasheng,丰收樱桃 Harvest Cherry 40g,丰收,烟丝,40.0,53.89,1.35,675.0,19.7
huasheng,丰收草莓 Harvest Strawberry 40g,丰收,烟丝,40.0,53.89,1.35,675.0,19.7
huasheng,丰收原味 Harvest Original 40g,丰收,烟丝,40.0,53.89,1.35,675.0,19.7
huasheng,丰收香草 Harvest Vanilla 40g,丰收,烟丝,40.0,53.89,1.35,675.0,19.7
huasheng,丰收黑莓 Harvest Black Currant 40g,丰收,烟丝,40.0,53.89,1.35,675.0,19.7
huasheng,黑船长薄荷 Captain Black Menthol 40g,黑船长,烟丝,40.0,47.47,1.19,595.0,17.78
huasheng,黑船长黄维吉尼亚 Captain Black Bright Virginia 40g,黑船长,烟丝,40.0,47.47,1.19,595.0,17.78
huasheng,黑鹰桶装 Black Hawk Volume 100g,黑鹰桶装,烟丝,100.0,133.65,1.34,670.0,19.58
huasheng,皇家拉塔基亚 Ark Royal Latakia 40g,皇家拉塔基亚,烟丝,40.0,56.51,1.41,705.0,20.42
huasheng,皇家冰薄荷 Ark Royal Ice Menthol 40g,皇家冰薄荷,烟丝,40.0,56.51,1.41,705.0,20.42
huasheng,皇家双香草 Ark Royal Double Vanilla 40g,皇家双香草,烟丝,40.0,56.51,1.41,705.0,20.42
huasheng,皇家樱桃 Ark Royal Cherry 40g,皇家樱桃,烟丝,40.0,56.51,1.41,705.0,20.42
huasheng,彼得森965 Peterson 965 50g,彼得森,烟斗丝,50.0,138.0,2.76,1380.0,36.62
huasheng,飞机黑莓铁罐 Stanislaw Blackberry Blend Tin 50g,飞机,烟丝,50.0,123.78,2.48,1240.0,33.26
huasheng,飞机拉塔基亚铁罐 Stanislaw Balkan Latakia Tin 50g,飞机,烟丝,50.0,123.78,2.48,1240.0,33.26
huasheng,飞机黑莓袋装 Stanislaw Blackberry Blend Pouch 40g,飞机,烟丝,40.0,76.32,1.91,955.0,26.42
huasheng,飞机香草袋装 Stanislaw Vanilla Pouch 40g,飞机,烟丝,40.0,76.32,1.91,955.0,26.42
huasheng,菠萝混合 Erinmore Mixture 50g,菠萝,烟斗丝,50.0,109.14,2.18,1090.0,29.66
huasheng,菠萝切片 Erinmore Flake 50g,菠萝,烟斗丝,50.0,109.14,2.18,1090.0,29.66
huasheng,马坝芬芳 Mac Baren Aromatic 40g,马坝,烟丝,40.0,55.97,1.4,700.0,20.3
huasheng,马坝双苹果 Mac Baren Double Apple 40g,马坝,烟丝,40.0,55.97,1.4,700.0,20.3
huasheng,皇家卡布奇诺 Ark Royal Cappuccino 40g,皇家卡布奇诺,烟丝,40.0,56.51,1.41,705.0,20.42
huasheng,彼得森战神 Peterson Aran Mixture 40g,彼得森,烟斗丝,40.0,74.64,1.87,935.0,25.94
huasheng,彼得森爱尔兰威士忌 Peterson Irish Dew 40g,彼得森,烟斗丝,40.0,74.64,1.87,935.0,25.94
huasheng,彼得森广袤大西洋 Peterson Wild Atlantic 40g,彼得森,烟斗丝,40.0,74.64,1.87,935.0,25.94
huasheng,SG马车夫混合 Samuel Gawith Cabbie&#8217;s Mixture 50g,SG,烟丝,50.0,225.33,4.51,2255.0,57.62
huasheng,SG巧克力切片 Samuel Gawith Chocolate Flake 50g,SG,烟丝,50.0,165.0,3.3,1650.0,43.1
huasheng,SG巴尔干切片 Samuel Gawith Balkan Flake 50g,SG,烟丝,50.0,173.56,3.47,1735.0,45.14
huasheng,SG共和国 Samuel Gawith Commonwealth Mixture 50g,SG,烟丝,50.0,795.0,15.9,7950.0,194.3
huasheng,皇家百香果 Ark Royal Passion Fruit 40g,皇家百香果,烟丝,40.0,56.51,1.41,705.0,20.42
huasheng,原味绿GV Green Virginia 50g,gv,烟丝,50.0,99.33,1.99,995.0,27.38
huasheng,马坝基尔 Mac Baren Kir 40g,马坝,烟丝,40.0,55.97,1.4,700.0,20.3
huasheng,蝴蝶薄荷 Butterfly Menthol 50g,蝴蝶,烟丝,50.0,56.98,1.14,570.0,17.18
huasheng,蝴蝶中烧 Butterfly Mild 50g,蝴蝶,烟丝,50.0,56.98,1.14,570.0,17.18
huasheng,蝴蝶手烧 Butterfly Black 50g,蝴蝶,烟丝,50.0,56.98,1.14,570.0,17.18
huasheng,拉森北欧经典2025限量版 2025 W. O. Larsen Nordic Classic Limited Edition 2025 100g,拉森,烟丝,100.0,278.02,2.78,1390.0,36.86
huasheng,马坝海军切片 Mac Baren Navy Flake 50g,马坝,烟丝,50.0,119.37,2.39,1195.0,32.18
huasheng,巴西精神经典 Brazil Spirit Classic 50g,巴西精神,烟丝,50.0,126.8,2.54,1270.0,33.98
huasheng,好味草莓 Taste Strawberry 15g,好味,烟丝,15.0,19.09,1.27,635.0,18.74
huasheng,好味香草 Taste Vanilla 15g,好味,烟丝,15.0,19.09,1.27,635.0,18.74
huasheng,好味樱桃 Taste Cherry 15g,好味,烟丝,15.0,19.09,1.27,635.0,18.74
huasheng,好味芒果 Taste Mango 15g,好味,烟丝,15.0,19.09,1.27,635.0,18.74
huasheng,好味蓝莓 Taste Blueberry 15g,好味,烟丝,15.0,19.09,1.27,635.0,18.74
huasheng,好味苹果 Taste Apple 15g,好味,烟丝,15.0,19.09,1.27,635.0,18.74
huasheng,好味原味 Taste Original 15g,好味,烟丝,15.0,19.09,1.27,635.0,18.74
huasheng,马坝香草切片 Mac Baren Vanilla Flake Cut 50g,马坝,烟丝,50.0,119.37,2.39,1195.0,32.18
huasheng,彼得森暗切片 Peterson Dark Flake 50g,彼得森,烟斗丝,50.0,199.4,3.99,1995.0,51.38
huasheng,丰收双香草 Harvest Double Vanilla 40g,丰收,烟丝,40.0,53.89,1.35,675.0,19.7
huasheng,马坝红牛 Mac Baren Boost 40g,马坝,烟丝,40.0,55.97,1.4,700.0,20.3
huasheng,马坝香草袋装斗草 Mac Baren Pipe Vanilla Pouch 50g,马坝,烟丝,50.0,97.68,1.95,975.0,26.9
huasheng,丹咸狗 Dan Salty Dogs 50g,丹,烟丝,50.0,163.41,3.27,1635.0,42.74
huasheng,丹老铁甲 Dan Tobacco Old Ironsides 250g,丹,烟丝,250.0,486.79,1.95,975.0,26.9
huasheng,丹圣伯纳德切片 Dan St. Bernard Flake 250g,丹,烟丝,250.0,486.79,1.95,975.0,26.9
huasheng,丹野鸭 Dan Mallard 250g,丹,烟丝,250.0,486.79,1.95,975.0,26.9
huasheng,彼得森3年木桶陈化英式 Peterson 3 Years Cask Aged English Mixture 50g,彼得森,烟斗丝,50.0,263.66,5.27,2635.0,66.74
huasheng,彼得森标准混合 Peterson Standard Mixture 50g,彼得森,烟斗丝,50.0,156.05,3.12,1560.0,40.94
huasheng,马坝苹果 Mac Baren Apple 40g,马坝,烟丝,40.0,55.97,1.4,700.0,20.3
huasheng,奥斯丁重烧 Austin Zware Shag 50g,奥斯丁,烟丝,50.0,61.57,1.23,615.0,18.26
huasheng,奥斯丁中烧 Austin Halfzware 50g,奥斯丁,烟丝,50.0,61.57,1.23,615.0,18.26
huasheng,船长斗草皇家 Captain Black Pipe Royal 42.5g,船长,烟斗丝,42.5,82.5,1.94,970.0,26.78
huasheng,船长斗草金 Captain Black Pipe Gold 42.5g,船长,烟斗丝,42.5,74.82,1.76,880.0,24.62
huasheng,船长斗草蓝 Captain Black Pipe Round Taste 42.5g,船长,烟斗丝,42.5,74.82,1.76,880.0,24.62
huasheng,船长斗草原味 Captain Black Pipe Original 42.5g,船长,烟斗丝,42.5,74.82,1.76,880.0,24.62
huasheng,船长樱桃斗草 Captain Black PIPE Cherry 42.5g,船长,烟斗丝,42.5,74.82,1.76,880.0,24.62
huasheng,KK管道66限量版 Kohlhase &#038; Kopp Pipe 66 100g,KK,烟斗丝,100.0,251.69,2.52,1260.0,33.74
huasheng,切格瓦拉蓝 Che Blue 40g (较干）,切格瓦拉,烟丝,40.0,53.01,1.33,665.0,19.46
huasheng,水手 Vanelle 50g,水手,烟丝,50.0,91.17,1.82,910.0,25.34
huasheng,皇家维吉尼亚 Ark Royal Virginia 40g,皇家维吉尼亚,烟丝,40.0,56.51,1.41,705.0,20.42
huasheng,红牛维吉尼亚 Red Bull Virginia 40g,红牛,烟丝,40.0,55.88,1.4,700.0,20.3
huasheng,红牛红 Red Bull Blond 40g,红牛,烟丝,40.0,55.62,1.39,695.0,20.18
huasheng,红牛手烧 Red Bull Halfzware 40g,红牛,烟丝,40.0,55.62,1.39,695.0,20.18
huasheng,红牛香草 Red Bull Vanilla 40g,红牛,烟丝,40.0,53.18,1.33,665.0,19.46
huasheng,红牛苹果 Red Bull Apple 40g,红牛,烟丝,40.0,53.18,1.33,665.0,19.46
huasheng,丰收咖啡 Harvest Coffee 40g,丰收,烟丝,40.0,53.89,1.35,675.0,19.7
huasheng,野牛 Bison 50g,野牛,烟丝,50.0,47.47,0.95,475.0,14.9
huasheng,黑船长香草 Captain Black Vanilla 40g,黑船长,烟丝,40.0,47.47,1.19,595.0,17.78
huasheng,黑船长维吉尼亚 Captain Black Virginia 40g,黑船长,烟丝,40.0,47.47,1.19,595.0,17.78
huasheng,切格瓦拉红 Che Red 40g (较干）,切格瓦拉,烟丝,40.0,53.01,1.33,665.0,19.46
huasheng,切格瓦拉灰 Che Grey 40g,切格瓦拉,烟丝,40.0,53.01,1.33,665.0,19.46
huasheng,黑鹰卡布奇诺桶装 Black Hawk Cappuccino 100g,黑鹰,烟丝,100.0,133.65,1.34,670.0,19.58
huasheng,黑蜘蛛吉尔 Black Spider Kir 40g,黑蜘蛛,烟丝,40.0,48.26,1.21,605.0,18.02
huasheng,切格瓦拉薄荷 Che Menthol 40g,切格瓦拉,烟丝,40.0,53.01,1.33,665.0,19.46
huasheng,黑蜘蛛干姜 Black Spider Ginger Ale 40g,黑蜘蛛,烟丝,40.0,48.26,1.21,605.0,18.02
huasheng,彼得森小白切片 Peterson Flake 50g,彼得森,烟斗丝,50.0,199.4,3.99,1995.0,51.38
huasheng,彼得森豪华海船切片 Peterson De Luxe Navy Rolls 50g,彼得森,烟斗丝,50.0,200.59,4.01,2005.0,51.62
huasheng,彼得森老饕之选 Peterson Connoisseur&#8217;s Choice 50g,彼得森,烟斗丝,50.0,132.3,2.65,1325.0,35.3
huasheng,彼得森奢华混合 Peterson Luxury Blend 50g,彼得森,烟斗丝,50.0,132.3,2.65,1325.0,35.3
huasheng,彼得森落日微风 Peterson Sunset Breeze 50g,彼得森,烟斗丝,50.0,132.3,2.65,1325.0,35.3
huasheng,皇家马鲁拉 Ark Royal Marula 40g,皇家马鲁拉,烟丝,40.0,56.51,1.41,705.0,20.42
huasheng,彼得森豪华混合 Peterson De Luxe Mixture 50g,彼得森,烟斗丝,50.0,132.3,2.65,1325.0,35.3
huasheng,拉特雷兴旺绽放 Rattray&#8217;s Blossom Temptation 100g,拉特雷,烟斗丝,100.0,245.56,2.46,1230.0,33.02
huasheng,拉特雷加勒比梦 Rattray&#8217;s Carribbean Dream 100g,拉特雷,烟斗丝,100.0,245.56,2.46,1230.0,33.02
huasheng,黄绞盘方 Capstan Yellow Square 50g,黄绞盘方,烟丝,50.0,152.06,3.04,1520.0,39.98
huasheng,蓝绞盘方 Capstan Blue Square 50g,蓝绞盘方,烟丝,50.0,152.06,3.04,1520.0,39.98
huasheng,马坝酋长 Chiefston 50g,马坝,烟丝,50.0,66.82,1.34,670.0,19.58
huasheng,帆船樱桃 Borkum Riff Cherry 50g,帆船,烟丝,50.0,76.32,1.53,765.0,21.86
huasheng,帆船原味 Borkum Riff Original 50g,帆船,烟丝,50.0,76.32,1.53,765.0,21.86
huasheng,帆船香草 Borkum Riff Vanilla 50g,帆船,烟丝,50.0,76.32,1.53,765.0,21.86
huasheng,拉森古典 W.O Larsen Old Fashioned 100g,拉森,烟丝,100.0,255.48,2.55,1275.0,34.1
huasheng,拉森招牌 W.O Larsen Signature 100g,拉森,烟丝,100.0,255.48,2.55,1275.0,34.1
huasheng,拉森 1864 W.O Larsen 1864 100g,拉森,烟斗丝,100.0,255.48,2.55,1275.0,34.1
huasheng,拉森经典 W. O. Larsen Classic 100g,拉森,烟丝,100.0,255.48,2.55,1275.0,34.1
huasheng,飞机苏格兰秋季切片 Stanislaw 4 Seasons Scottish Autumn Flake Tin 50g,飞机,烟丝,50.0,123.78,2.48,1240.0,33.26
huasheng,飞机英式夏季切片 Stanislaw 4 Season English Summer Flake Tin 50g,飞机,烟丝,50.0,123.78,2.48,1240.0,33.26
huasheng,飞机大西洋巡航混合物圆罐 Stanislaw Atlantic Cruise Mixture Round Tin 50g,飞机,烟丝,50.0,123.05,2.46,1230.0,33.02
huasheng,飞机爱尔兰春季片 Stanislaw 4 Season Irish Spring Flake Tin 50g,飞机,烟丝,50.0,123.78,2.48,1240.0,33.26
huasheng,飞机纯拉塔基亚圆罐 Stanislaw Latakia Round Tin 50g,飞机,烟丝,50.0,123.05,2.46,1230.0,33.02
huasheng,飞机黑色卡文迪许圆罐 Stanislaw Black Cavendish Round Tin 50g,飞机,烟丝,50.0,123.05,2.46,1230.0,33.02
huasheng,飞机伦敦混合铁罐 Stanislaw London Mixture Tin 50g,飞机,烟丝,50.0,123.78,2.48,1240.0,33.26
huasheng,飞机元素空气混合 Stanislaw 4 Elements Air Mixture Tin 50g,飞机,烟丝,50.0,123.78,2.48,1240.0,33.26
huasheng,飞机元素水混合 Stanislaw 4 Elements Water Mixture Tin 50g,飞机,烟丝,50.0,123.78,2.48,1240.0,33.26
huasheng,飞机香草铁罐 Stanislaw Vanilla Tin 50g,飞机,烟丝,50.0,123.78,2.48,1240.0,33.26
huasheng,飞机元素火混合 Stanislaw 4 Elements Fire Mixture Tin 50g,飞机,烟丝,50.0,123.78,2.48,1240.0,33.26
huasheng,飞机元素土混合 Stanislaw 4 Elements Earth Mixture Tin 50g,飞机,烟丝,50.0,123.78,2.48,1240.0,33.26
huasheng,飞机樱桃铁罐 Stanislaw Cherry Blend Tin 50g,飞机,烟丝,50.0,123.78,2.48,1240.0,33.26
huasheng,飞机冬季时刻切片 Stanislaw 4 Seasons Winter Time Flake Tin 50g,飞机,烟丝,50.0,123.78,2.48,1240.0,33.26
huasheng,飞机拉塔基亚袋装 Stanislaw Balkan Latakia Pouch 40g,飞机,烟丝,40.0,76.32,1.91,955.0,26.42
huasheng,G.L. 西明寺 G.L. Pease Westminster 57g,G.L.,烟丝,57.0,190.74,3.35,1675.0,43.7
huasheng,G.L. 静夜 G.L. Pease Quiet Nights 57g,G.L.,烟丝,57.0,190.74,3.35,1675.0,43.7
huasheng,G.L. 弗吉尼亚奶油 G.L. Pease The Virginia Cream 57g,G.L.,烟丝,57.0,190.74,3.35,1675.0,43.7
huasheng,G.L. 煤气 G.L. Pease GasLight 57g,G.L.,烟丝,57.0,190.74,3.35,1675.0,43.7
huasheng,G.L. 折刀 G.L. Pease JackKnife Ready Rubbed 57g,G.L.,烟丝,57.0,190.74,3.35,1675.0,43.7
huasheng,G.L. 奥德赛 G.L. Pease Odyssey 57g,G.L.,烟丝,57.0,190.74,3.35,1675.0,43.7
huasheng,G.L. 坎伯兰 G.L. Pease Cumberland 57g,G.L.,烟丝,57.0,190.74,3.35,1675.0,43.7
huasheng,G.L. 子午线 G.L. Pease Meridian 57g,G.L.,烟丝,57.0,190.74,3.35,1675.0,43.7
huasheng,G.L. 壮汉 G.L. Pease Robusto 57g,G.L.,烟丝,57.0,190.74,3.35,1675.0,43.7
huasheng,G.L. 切尔西之晨 G.L. Pease Chelsea Morning 57g,G.L.,烟丝,57.0,190.74,3.35,1675.0,43.7
huasheng,G.L. 摄政切片 G.L. Pease Regents Flake 57g,G.L.,烟丝,57.0,190.74,3.35,1675.0,43.7
huasheng,丹周日最佳 Dan Tobacco Sunday&#8217;s Best 100g,丹,烟丝,100.0,245.66,2.46,1230.0,33.02
huasheng,丹莫娜丽莎 Dan Tobacco Mona Lisa 100g,丹,烟丝,100.0,244.2,2.44,1220.0,32.78
huasheng,丹地中海 Dan Tobacco Mediterraneo 100g,丹,烟丝,100.0,241.22,2.41,1205.0,32.42
huasheng,丹托斯卡纳的回忆 Dan Tobacco Memories of Tuscany 100g,丹,烟丝,100.0,244.2,2.44,1220.0,32.78
huasheng,丹野生浆果 Dan Tobacco Wild Berries 100g,丹,烟丝,100.0,244.2,2.44,1220.0,32.78
huasheng,丹魔鬼的假期 Dan Tobacco Devil&#8217;s Holiday 50g,丹,烟丝,50.0,160.81,3.22,1610.0,42.14
huasheng,丹麦克 Dan Tobacco Mike&#8217;s Ready Rubbed 50g,丹,烟丝,50.0,151.14,3.02,1510.0,39.74
huasheng,丹甜香草蜜露 Dan Tobacco Sweet Vanilla Honeydew 50g,丹,烟丝,50.0,151.14,3.02,1510.0,39.74
huasheng,菠萝切片 Erinmore Flake 25g,菠萝,烟斗丝,25.0,54.26,2.17,1085.0,29.54
huasheng,阿斯顿工匠 Ashton Artisan&#8217;s Blend 50g,阿斯顿,烟斗丝,50.0,144.28,2.89,1445.0,38.18
huasheng,华云休息室混合 Vauen Lounge Blend 50g,华云,烟斗丝,50.0,230.24,4.6,2300.0,58.7
huasheng,查卡姆2号 Charcom No 2 50g,查卡姆,烟丝,50.0,117.18,2.34,1170.0,31.58
huasheng,伊尔斯特德99号 Ilsted No.99 100g,伊尔斯特德,烟丝,100.0,222.34,2.22,1110.0,30.14
huasheng,罗伯特麦康奈尔有限储备 Robert McConnell Limited Reserve 100g,罗伯特麦康奈尔,烟斗丝,100.0,234.36,2.34,1170.0,31.58
huasheng,罗伯特麦康奈尔苏格兰混合 Robert McConnell Scottish Blend 50g,罗伯特麦康奈尔,烟斗丝,50.0,127.6,2.55,1275.0,34.1
huasheng,罗伯特麦康奈尔拉塔基亚切片 Robert McConnell Latakia Flake 50g,罗伯特麦康奈尔,烟斗丝,50.0,142.23,2.84,1420.0,37.58
huasheng,斯坦威尔混 Stanwell Melange 50g,斯坦威尔,烟斗丝,50.0,59.23,1.18,590.0,17.66
huasheng,萨维内利英式混合 Savinelli English Mixture 50g,萨维内利,烟斗丝,50.0,127.26,2.55,1275.0,34.1
huasheng,萨维内利莱昂纳多 Savinelli Leonardo 100g,萨维内利,烟斗丝,100.0,240.56,2.41,1205.0,32.42
huasheng,索拉尼633维吉尼亚切片 Solani 633 Virginia Flake 50g,索拉尼,烟斗丝,50.0,160.19,3.2,1600.0,41.9
huasheng,索拉尼656陈年白肋烟片 Solani 656 Aged Burley Flake 50g,索拉尼,烟斗丝,50.0,160.19,3.2,1600.0,41.9
huasheng,温斯洛哈莱金 Winslow Harlekin 100g,温斯洛,烟斗丝,100.0,269.4,2.69,1345.0,35.78
huasheng,马坝原味精选 Mac Baren Original Choice 40g,马坝,套餐,40.0,97.68,2.44,1220.0,32.78
huasheng,马坝双香草 Mac Baren Double Vanilla 40g,马坝,烟丝,40.0,55.97,1.4,700.0,20.3
huasheng,马坝香草 Mac Baren Vanilla 40g,马坝,烟丝,40.0,55.97,1.4,700.0,20.3
huasheng,马坝芬芳精选 Mac Baren Aromatic Choice 40g,马坝,套餐,40.0,97.68,2.44,1220.0,32.78
huasheng,马坝原味 Mac Baren Original 50g,马坝,烟丝,50.0,55.97,1.12,560.0,16.94
huasheng,马坝香草精选 Mac Baren Vanilla Choice 40g,马坝,套餐,40.0,97.68,2.44,1220.0,32.78
huasheng,马坝咖啡 Mac Baren Cafe 40g,马坝,烟丝,40.0,55.97,1.4,700.0,20.3
huasheng,马坝银立方体 Mac Baren Cube Silver 40g,马坝,烟丝,40.0,97.68,2.44,1220.0,32.78
huasheng,马坝双葡萄 Mac Baren Double Grapes 40g,马坝,烟丝,40.0,55.97,1.4,700.0,20.3
huasheng,马坝金立方体 Mac Baren Cube Gold 40g,马坝,烟丝,40.0,97.68,2.44,1220.0,32.78
huasheng,Mac Baren Double Menthol 马坝双薄荷 40g,Mac Baren,烟丝,40.0,55.97,1.4,700.0,20.3
huasheng,红法官 Orlik Golden Sliced 50g,红法官,烟丝,50.0,158.77,3.18,1590.0,41.66
huasheng,彼得森甜基拉尼 Peterson Sweet Killarney 50g,彼得森,烟斗丝,50.0,132.3,2.65,1325.0,35.3
huasheng,彼得森公鸡 Peterson Early Morning 50g,彼得森,烟斗丝,50.0,138.0,2.76,1380.0,36.62
huasheng,彼得森古老都柏林 Peterson Old Dublin 50g,彼得森,烟斗丝,50.0,132.3,2.65,1325.0,35.3
huasheng,彼得森伊丽莎白混合 Peterson Elizabethan mixture 50g,彼得森,烟斗丝,50.0,156.05,3.12,1560.0,40.94
huasheng,彼得森睡帽 Peterson Nightcap 50g,彼得森,烟斗丝,50.0,138.0,2.76,1380.0,36.62
huasheng,彼得森爱尔兰切片 Peterson Irish Flake 50g,彼得森,烟斗丝,50.0,132.3,2.65,1325.0,35.3
huasheng,彼得森皇家游艇 Peterson Royal Yacht 50g,彼得森,烟斗丝,50.0,156.05,3.12,1560.0,40.94
huasheng,彼得森福尔摩斯 Peterson Sherlock Holmes 50g,彼得森,烟斗丝,50.0,132.3,2.65,1325.0,35.3
huasheng,康奈尔和迪尔傲摩卡 Cornell &#038; Diehl Mocha 57g,康奈尔和迪尔,烟丝,57.0,186.3,3.27,1635.0,42.74
huasheng,康奈尔和迪尔密西西比泥 Cornell &#038; Diehl Mississippi Mud 57g,康奈尔和迪尔,烟丝,57.0,186.3,3.27,1635.0,42.74
huasheng,康奈尔和迪尔卡俊卡克 Cornell &#038; Diehl Kajun Kake 57g,康奈尔和迪尔,烟丝,57.0,186.3,3.27,1635.0,42.74
huasheng,康奈尔和迪尔比利巴德 Cornell &#038; Diehl Billy Budd 57g,康奈尔和迪尔,烟丝,57.0,186.3,3.27,1635.0,42.74
huasheng,康奈尔和迪尔河口早晨切片 Cornell &#038; Diehl Bayou Morning Flake 57g,康奈尔和迪尔,烟丝,57.0,186.3,3.27,1635.0,42.74
huasheng,康奈尔和迪尔秋夜 Cornell &#038; Diehl Autumn Evening 57g,康奈尔和迪尔,烟丝,57.0,186.3,3.27,1635.0,42.74
