brand,category,ftype,goods_type,goods_type_name,id,name,price,size,url
Bohem/宝亨,外国香烟,2,1,单品,945,宝亨/Bohem Cigar Grip,520,,https://ribenyan.com/index.php?m=goods&a=list&brand=16&goods_type=1&ftype=2
BRIGHT/,外国香烟,2,1,单品,250,Bright Long 5,460,,https://ribenyan.com/index.php?m=goods&a=list&brand=17&goods_type=1&ftype=2
BRIGHT/,外国香烟,2,1,单品,249,Bright Long 1,460,,https://ribenyan.com/index.php?m=goods&a=list&brand=17&goods_type=1&ftype=2
CHAPMAN/,外国香烟,2,1,单品,807,Chapman Super Slim Cherry,590,,https://ribenyan.com/index.php?m=goods&a=list&brand=119&goods_type=1&ftype=2
CHAPMAN/,外国香烟,2,1,单品,808,Chapman Super Slim Vanilla,590,,https://ribenyan.com/index.php?m=goods&a=list&brand=119&goods_type=1&ftype=2
Che/切格瓦拉,外国香烟,2,1,单品,239,Che/切格瓦拉 红色,570,,https://ribenyan.com/index.php?m=goods&a=list&brand=18&goods_type=1&ftype=2
Che/切格瓦拉,外国香烟,2,1,单品,236,Che/切格瓦拉 黑色,570,,https://ribenyan.com/index.php?m=goods&a=list&brand=18&goods_type=1&ftype=2
Che/切格瓦拉,外国香烟,2,1,单品,237,Che/切格瓦拉 黑色 薄荷,570,,https://ribenyan.com/index.php?m=goods&a=list&brand=18&goods_type=1&ftype=2
Che/切格瓦拉,外国香烟,2,1,单品,240,Che/切格瓦拉 1mg 薄荷,570,,https://ribenyan.com/index.php?m=goods&a=list&brand=18&goods_type=1&ftype=2
Che/切格瓦拉,外国香烟,2,1,单品,238,Che/切格瓦拉 Blanco,570,,https://ribenyan.com/index.php?m=goods&a=list&brand=18&goods_type=1&ftype=2
Che/切格瓦拉,外国香烟,2,1,单品,171,Che/切格瓦拉 绿色 薄荷,570,,https://ribenyan.com/index.php?m=goods&a=list&brand=18&goods_type=1&ftype=2
Cigaronne/卡比龙,外国香烟,2,1,单品,185,卡比龙/Cigaronne 皇家 细支 黑色,1200,,https://ribenyan.com/index.php?m=goods&a=list&brand=45&goods_type=1&ftype=2
Cigaronne/卡比龙,外国香烟,2,1,单品,132,卡比龙/Cigaronne Royal Slims 薄荷,1600,,https://ribenyan.com/index.php?m=goods&a=list&brand=45&goods_type=1&ftype=2
Cigaronne/卡比龙,外国香烟,2,1,单品,343,卡比龙/Cigaronne Tattoo 香草,800,,https://ribenyan.com/index.php?m=goods&a=list&brand=45&goods_type=1&ftype=2
Cigaronne/卡比龙,外国香烟,2,1,单品,326,卡比龙/Cigaronne Exclusive 棕色,1500,,https://ribenyan.com/index.php?m=goods&a=list&brand=45&goods_type=1&ftype=2
Cigaronne/卡比龙,外国香烟,2,1,单品,329,卡比龙/Cigaronne Magnet,800,,https://ribenyan.com/index.php?m=goods&a=list&brand=45&goods_type=1&ftype=2
Cigaronne/卡比龙,外国香烟,2,1,单品,342,卡比龙/Cigaronne Tattoo 樱桃,800,,https://ribenyan.com/index.php?m=goods&a=list&brand=45&goods_type=1&ftype=2
Cigaronne/卡比龙,外国香烟,2,1,单品,580,卡比龙/Cigaronne Super Slims 薄荷,780,,https://ribenyan.com/index.php?m=goods&a=list&brand=45&goods_type=1&ftype=2
Cigaronne/卡比龙,外国香烟,2,1,单品,344,卡比龙/Cigaronne Tattoo 巧克力,800,,https://ribenyan.com/index.php?m=goods&a=list&brand=45&goods_type=1&ftype=2
Cigaronne/卡比龙,外国香烟,2,1,单品,327,卡比龙/Cigaronne 超细 黑色,780,,https://ribenyan.com/index.php?m=goods&a=list&brand=45&goods_type=1&ftype=2
Cigaronne/卡比龙,外国香烟,2,1,单品,323,卡比龙/Cigaronne 极致细 黑色,700,,https://ribenyan.com/index.php?m=goods&a=list&brand=45&goods_type=1&ftype=2
Cigaronne/卡比龙,外国香烟,2,1,单品,328,卡比龙/Cigaronne 幻影 银色,1100,,https://ribenyan.com/index.php?m=goods&a=list&brand=45&goods_type=1&ftype=2
DJARUM/,外国香烟,2,1,单品,708,Djarum Black Jasmine Tea 8,280,,https://ribenyan.com/index.php?m=goods&a=list&brand=19&goods_type=1&ftype=2
DJARUM/,外国香烟,2,1,单品,707,Djarum Black 8,280,,https://ribenyan.com/index.php?m=goods&a=list&brand=19&goods_type=1&ftype=2
DJARUM/,外国香烟,2,1,单品,709,Djarum Black Mint Tea 8,280,,https://ribenyan.com/index.php?m=goods&a=list&brand=19&goods_type=1&ftype=2
DJARUM/,外国香烟,2,1,单品,330,Djarum Super,510,,https://ribenyan.com/index.php?m=goods&a=list&brand=19&goods_type=1&ftype=2
DJARUM/,外国香烟,2,1,单品,710,Djarum Black Menthol 8,280,,https://ribenyan.com/index.php?m=goods&a=list&brand=19&goods_type=1&ftype=2
Forte/福尔特,外国香烟,2,1,单品,302,福尔特/Forte Extra Light,460,,https://ribenyan.com/index.php?m=goods&a=list&brand=21&goods_type=1&ftype=2
Forte/福尔特,外国香烟,2,1,单品,295,福尔特/Forte Extra Light 薄荷,460,,https://ribenyan.com/index.php?m=goods&a=list&brand=21&goods_type=1&ftype=2
Forte/福尔特,外国香烟,2,1,单品,296,福尔特/Forte 薄荷,460,,https://ribenyan.com/index.php?m=goods&a=list&brand=21&goods_type=1&ftype=2
Forte/福尔特,外国香烟,2,1,单品,297,福尔特/Forte 16支 Extra Light,390,16支,https://ribenyan.com/index.php?m=goods&a=list&brand=21&goods_type=1&ftype=2
Forte/福尔特,外国香烟,2,1,单品,298,福尔特/Forte 16支 Original,390,16支,https://ribenyan.com/index.php?m=goods&a=list&brand=21&goods_type=1&ftype=2
Forte/福尔特,外国香烟,2,1,单品,303,福尔特/Forte Original,460,,https://ribenyan.com/index.php?m=goods&a=list&brand=21&goods_type=1&ftype=2
Forte/福尔特,外国香烟,2,1,单品,304,福尔特/Forte 16支 Extra Light 薄荷,390,16支,https://ribenyan.com/index.php?m=goods&a=list&brand=21&goods_type=1&ftype=2
Forte/福尔特,外国香烟,2,1,单品,305,福尔特/Forte 16支 薄荷,390,16支,https://ribenyan.com/index.php?m=goods&a=list&brand=21&goods_type=1&ftype=2
Forte/福尔特,外国香烟,2,1,单品,299,福尔特/Forte 16支 Lights,390,16支,https://ribenyan.com/index.php?m=goods&a=list&brand=21&goods_type=1&ftype=2
Forte/福尔特,外国香烟,2,1,单品,306,福尔特/Forte Lights,460,,https://ribenyan.com/index.php?m=goods&a=list&brand=21&goods_type=1&ftype=2
GudangGaram/盐仓,外国香烟,2,1,单品,321,盐仓/GudangGaram Surya Mild 16支 33mg,530,16支,https://ribenyan.com/index.php?m=goods&a=list&brand=22&goods_type=1&ftype=2
GudangGaram/盐仓,外国香烟,2,1,单品,320,盐仓/GudangGaram Surya 36支 42mg,1400,36支,https://ribenyan.com/index.php?m=goods&a=list&brand=22&goods_type=1&ftype=2
GudangGaram/盐仓,外国香烟,2,1,单品,319,盐仓/GudangGaram Signature 薄荷 15mg,580,,https://ribenyan.com/index.php?m=goods&a=list&brand=22&goods_type=1&ftype=2
GudangGaram/盐仓,外国香烟,2,1,单品,325,盐仓/GudangGaram 薄荷 16支 33mg,530,16支,https://ribenyan.com/index.php?m=goods&a=list&brand=22&goods_type=1&ftype=2
GudangGaram/盐仓,外国香烟,2,1,单品,318,盐仓/GudangGaram Signature Mild 15mg,580,,https://ribenyan.com/index.php?m=goods&a=list&brand=22&goods_type=1&ftype=2
GudangGaram/盐仓,外国香烟,2,1,单品,322,盐仓/GudangGaram Garam Nusantara Mild 12支 18mg,380,12支,https://ribenyan.com/index.php?m=goods&a=list&brand=22&goods_type=1&ftype=2
GudangGaram/盐仓,外国香烟,2,1,单品,324,盐仓/GudangGaram Nusantara 薄荷 12支 18mg,380,12支,https://ribenyan.com/index.php?m=goods&a=list&brand=22&goods_type=1&ftype=2
HARVEST/,外国香烟,2,1,单品,291,HARVEST 超细 Double Cherry,540,,https://ribenyan.com/index.php?m=goods&a=list&brand=23&goods_type=1&ftype=2
HARVEST/,外国香烟,2,1,单品,290,HARVEST King Size Vanilla,480,,https://ribenyan.com/index.php?m=goods&a=list&brand=23&goods_type=1&ftype=2
HARVEST/,外国香烟,2,1,单品,289,HARVEST King Size Cherry,480,,https://ribenyan.com/index.php?m=goods&a=list&brand=23&goods_type=1&ftype=2
HARVEST/,外国香烟,2,1,单品,293,HARVEST 超细 Double Vanilla,540,,https://ribenyan.com/index.php?m=goods&a=list&brand=23&goods_type=1&ftype=2
HARVEST/,外国香烟,2,1,单品,294,HARVEST 超细 薄荷,540,,https://ribenyan.com/index.php?m=goods&a=list&brand=23&goods_type=1&ftype=2
HARVEST/,外国香烟,2,1,单品,292,HARVEST 超细 经典,540,,https://ribenyan.com/index.php?m=goods&a=list&brand=23&goods_type=1&ftype=2
J.S.P./,外国香烟,2,1,单品,235,J.P.S. KS 硬盒,560,,https://ribenyan.com/index.php?m=goods&a=list&brand=25&goods_type=1&ftype=2
Kent/健牌/箭牌,外国香烟,2,1,单品,176,健牌/箭牌/Kent S系列 Spark 5mg 长支 硬盒,500,,https://ribenyan.com/index.php?m=goods&a=list&brand=44&goods_type=1&ftype=2
Kent/健牌/箭牌,外国香烟,2,1,单品,178,健牌/箭牌/Kent S系列 Spark 薄荷 5mg 长支 硬盒,500,,https://ribenyan.com/index.php?m=goods&a=list&brand=44&goods_type=1&ftype=2
Kent/健牌/箭牌,外国香烟,2,1,单品,172,健牌/箭牌/Kent 6mg 长支 硬盒,520,,https://ribenyan.com/index.php?m=goods&a=list&brand=44&goods_type=1&ftype=2
Kent/健牌/箭牌,外国香烟,2,1,单品,173,健牌/箭牌/Kent 3mg 长支 硬盒,520,,https://ribenyan.com/index.php?m=goods&a=list&brand=44&goods_type=1&ftype=2
Kent/健牌/箭牌,外国香烟,2,1,单品,177,健牌/箭牌/Kent S系列 Spark 薄荷 1mg 长支 硬盒,500,,https://ribenyan.com/index.php?m=goods&a=list&brand=44&goods_type=1&ftype=2
Kent/健牌/箭牌,外国香烟,2,1,单品,181,健牌/箭牌/Kent S系列 1mg 长支 硬盒,500,,https://ribenyan.com/index.php?m=goods&a=list&brand=44&goods_type=1&ftype=2
Kent/健牌/箭牌,外国香烟,2,1,单品,175,健牌/箭牌/Kent S系列 Spark 1mg 长支 硬盒,500,,https://ribenyan.com/index.php?m=goods&a=list&brand=44&goods_type=1&ftype=2
Kent/健牌/箭牌,外国香烟,2,1,单品,182,健牌/箭牌/Kent S系列 3mg 长支 硬盒,500,,https://ribenyan.com/index.php?m=goods&a=list&brand=44&goods_type=1&ftype=2
Kent/健牌/箭牌,外国香烟,2,1,单品,179,健牌/箭牌/Kent S系列 Spark Mellow 1mg 长支 硬盒,500,,https://ribenyan.com/index.php?m=goods&a=list&brand=44&goods_type=1&ftype=2
Kent/健牌/箭牌,外国香烟,2,1,单品,174,健牌/箭牌/Kent I-Boost 1mg 长支 硬盒,520,,https://ribenyan.com/index.php?m=goods&a=list&brand=44&goods_type=1&ftype=2
Kent/健牌/箭牌,外国香烟,2,1,单品,170,健牌/箭牌/Kent 1mg 长支 硬盒,520,,https://ribenyan.com/index.php?m=goods&a=list&brand=44&goods_type=1&ftype=2
Kent/健牌/箭牌,外国香烟,2,1,单品,180,健牌/箭牌/Kent S系列 薄荷 1mg 长支 硬盒,500,,https://ribenyan.com/index.php?m=goods&a=list&brand=44&goods_type=1&ftype=2
Kent/健牌/箭牌,外国香烟,2,1,单品,169,健牌/箭牌/Kent 1mg KS 硬盒,520,,https://ribenyan.com/index.php?m=goods&a=list&brand=44&goods_type=1&ftype=2
KOOL/,外国香烟,2,1,单品,195,KOOL Minty系列 Minty Berry 5mg,500,,https://ribenyan.com/index.php?m=goods&a=list&brand=26&goods_type=1&ftype=2
KOOL/,外国香烟,2,1,单品,194,KOOL Minty系列 Minty Boost 8mg,500,,https://ribenyan.com/index.php?m=goods&a=list&brand=26&goods_type=1&ftype=2
KOOL/,外国香烟,2,1,单品,281,KOOL Looped Sangria,500,,https://ribenyan.com/index.php?m=goods&a=list&brand=26&goods_type=1&ftype=2
KOOL/,外国香烟,2,1,单品,157,KOOL FK 硬盒,580,,https://ribenyan.com/index.php?m=goods&a=list&brand=26&goods_type=1&ftype=2
KOOL/,外国香烟,2,1,单品,282,KOOL Looped Plus,500,,https://ribenyan.com/index.php?m=goods&a=list&brand=26&goods_type=1&ftype=2
KOOL/,外国香烟,2,1,单品,191,KOOL Boost Fresh 8mg  硬盒,580,,https://ribenyan.com/index.php?m=goods&a=list&brand=26&goods_type=1&ftype=2
KOOL/,外国香烟,2,1,单品,190,KOOL Boost Fresh 5mg  硬盒,580,,https://ribenyan.com/index.php?m=goods&a=list&brand=26&goods_type=1&ftype=2
KOOL/,外国香烟,2,1,单品,192,KOOL Milds FK 硬盒,580,,https://ribenyan.com/index.php?m=goods&a=list&brand=26&goods_type=1&ftype=2
KOOL/,外国香烟,2,1,单品,196,KOOL 淡味 硬盒,580,,https://ribenyan.com/index.php?m=goods&a=list&brand=26&goods_type=1&ftype=2
KOOL/,外国香烟,2,1,单品,280,KOOL Looped,500,,https://ribenyan.com/index.php?m=goods&a=list&brand=26&goods_type=1&ftype=2
L.A./,外国香烟,2,1,单品,355,L.A. Bold 12支 23mg,350,12支,https://ribenyan.com/index.php?m=goods&a=list&brand=27&goods_type=1&ftype=2
L.A./,外国香烟,2,1,单品,997,L.A. Ice Mango Boost 16支 18mg,500,16支,https://ribenyan.com/index.php?m=goods&a=list&brand=27&goods_type=1&ftype=2
L.A./,外国香烟,2,1,单品,353,L.A. Ice Purple Boost 16支 16mg,500,16支,https://ribenyan.com/index.php?m=goods&a=list&brand=27&goods_type=1&ftype=2
L.A./,外国香烟,2,1,单品,354,L.A. Ice 16支 13mg,500,16支,https://ribenyan.com/index.php?m=goods&a=list&brand=27&goods_type=1&ftype=2
L.A./,外国香烟,2,1,单品,998,L.A. Light 16支 16mg,500,16支,https://ribenyan.com/index.php?m=goods&a=list&brand=27&goods_type=1&ftype=2
Lark/云雀,外国香烟,2,1,单品,150,云雀/Lark 12mg 长支 硬盒,540,,https://ribenyan.com/index.php?m=goods&a=list&brand=48&goods_type=1&ftype=2
Lark/云雀,外国香烟,2,1,单品,148,云雀/Lark 12mg KS 硬盒,540,,https://ribenyan.com/index.php?m=goods&a=list&brand=48&goods_type=1&ftype=2
Lark/云雀,外国香烟,2,1,单品,158,云雀/Lark Classic Mild KS 硬盒,540,,https://ribenyan.com/index.php?m=goods&a=list&brand=48&goods_type=1&ftype=2
Lark/云雀,外国香烟,2,1,单品,159,云雀/Lark Super Mild 长支 硬盒,540,,https://ribenyan.com/index.php?m=goods&a=list&brand=48&goods_type=1&ftype=2
Lark/云雀,外国香烟,2,1,单品,160,云雀/Lark Super 5mg KS 硬盒,540,,https://ribenyan.com/index.php?m=goods&a=list&brand=48&goods_type=1&ftype=2
Lark/云雀,外国香烟,2,1,单品,164,云雀/Lark Select 薄荷 1mg 长支 硬盒,500,,https://ribenyan.com/index.php?m=goods&a=list&brand=48&goods_type=1&ftype=2
Lark/云雀,外国香烟,2,1,单品,163,云雀/Lark Select Purple 1mg 长支 硬盒,500,,https://ribenyan.com/index.php?m=goods&a=list&brand=48&goods_type=1&ftype=2
Lark/云雀,外国香烟,2,1,单品,166,云雀/Lark Hybrid KS 硬盒,540,,https://ribenyan.com/index.php?m=goods&a=list&brand=48&goods_type=1&ftype=2
Lark/云雀,外国香烟,2,1,单品,154,云雀/Lark Extra 3mg 长支 硬盒,540,,https://ribenyan.com/index.php?m=goods&a=list&brand=48&goods_type=1&ftype=2
Lark/云雀,外国香烟,2,1,单品,153,云雀/Lark Extra 3mg KS 硬盒,540,,https://ribenyan.com/index.php?m=goods&a=list&brand=48&goods_type=1&ftype=2
Lark/云雀,外国香烟,2,1,单品,162,云雀/Lark Super 5mg 长支 硬盒,540,,https://ribenyan.com/index.php?m=goods&a=list&brand=48&goods_type=1&ftype=2
Lark/云雀,外国香烟,2,1,单品,167,云雀/Lark Mild KS 硬盒,540,,https://ribenyan.com/index.php?m=goods&a=list&brand=48&goods_type=1&ftype=2
Lark/云雀,外国香烟,2,1,单品,168,云雀/Lark Mild 长支 硬盒,540,,https://ribenyan.com/index.php?m=goods&a=list&brand=48&goods_type=1&ftype=2
Lark/云雀,外国香烟,2,1,单品,161,云雀/Lark Select 1mg 长支 硬盒,500,,https://ribenyan.com/index.php?m=goods&a=list&brand=48&goods_type=1&ftype=2
Lark/云雀,外国香烟,2,1,单品,152,云雀/Lark Ultra 1mg 长支 硬盒,540,,https://ribenyan.com/index.php?m=goods&a=list&brand=48&goods_type=1&ftype=2
Lark/云雀,外国香烟,2,1,单品,151,云雀/Lark Ultra 1mg KS 硬盒,540,,https://ribenyan.com/index.php?m=goods&a=list&brand=48&goods_type=1&ftype=2
Lark/云雀,外国香烟,2,1,单品,165,云雀/Lark Select 薄荷 5mg 长支 硬盒,500,,https://ribenyan.com/index.php?m=goods&a=list&brand=48&goods_type=1&ftype=2
LuckyStrike/好彩,外国香烟,2,1,单品,211,好彩/LuckyStrike 红 11mg 软盒,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2
LuckyStrike/好彩,外国香烟,2,1,单品,223,好彩/LuckyStrike 红 11mg 硬盒,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2
LuckyStrike/好彩,外国香烟,2,1,单品,965,好彩/LuckyStrike 10 Box,450,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2
LuckyStrike/好彩,外国香烟,2,1,单品,313,好彩/LuckyStrike 过滤嘴 雪茄型 细支 淡味,470,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2
LuckyStrike/好彩,外国香烟,2,1,单品,217,好彩/LuckyStrike Expert Cut 14mg,470,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2
LuckyStrike/好彩,外国香烟,2,1,单品,224,好彩/LuckyStrike 淡味 6mg 硬盒,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2
LuckyStrike/好彩,外国香烟,2,1,单品,222,好彩/LuckyStrike 黑色系列 Chillberry 8mg,450,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2
LuckyStrike/好彩,外国香烟,2,1,单品,221,好彩/LuckyStrike 黑色系列 Chillberry 5mg,450,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2
LuckyStrike/好彩,外国香烟,2,1,单品,964,好彩/LuckyStrike 6 Box,450,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2
LuckyStrike/好彩,外国香烟,2,1,单品,219,好彩/LuckyStrike 黑色系列 薄荷 8mg,450,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2
LuckyStrike/好彩,外国香烟,2,1,单品,218,好彩/LuckyStrike 黑色系列 薄荷 5mg,450,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2
LuckyStrike/好彩,外国香烟,2,1,单品,216,好彩/LuckyStrike Expert Cut 10mg,470,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2
LuckyStrike/好彩,外国香烟,2,1,单品,214,好彩/LuckyStrike Expert Cut 8mg,470,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2
LuckyStrike/好彩,外国香烟,2,1,单品,212,好彩/LuckyStrike Expert Cut 1mg 长支 硬盒,470,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2
LuckyStrike/好彩,外国香烟,2,1,单品,215,好彩/LuckyStrike Expert Cut 6mg,470,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2
LuckyStrike/好彩,外国香烟,2,1,单品,220,好彩/LuckyStrike 黑色系列 Chillberry 1mg 长支,450,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2
LuckyStrike/好彩,外国香烟,2,1,单品,213,好彩/LuckyStrike Expert Cut 3mg,470,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2
Marlboro/万宝路,外国香烟,2,1,单品,133,万宝路/Marlboro 红 12mg 软盒,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2
Marlboro/万宝路,外国香烟,2,1,单品,139,万宝路/Marlboro 金 硬盒,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2
Marlboro/万宝路,外国香烟,2,1,单品,144,万宝路/Marlboro 中醇 硬盒,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2
Marlboro/万宝路,外国香烟,2,1,单品,142,万宝路/Marlboro 热带 激浪 8mg 硬盒,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2
Marlboro/万宝路,外国香烟,2,1,单品,140,万宝路/Marlboro 金 长支 硬盒,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2
Marlboro/万宝路,外国香烟,2,1,单品,134,万宝路/Marlboro 红 12mg 硬盒,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2
Marlboro/万宝路,外国香烟,2,1,单品,141,万宝路/Marlboro 双爆珠 5mg 硬盒,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2
Marlboro/万宝路,外国香烟,2,1,单品,149,万宝路/Marlboro 薄荷 12mg 硬盒,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2
Marlboro/万宝路,外国香烟,2,1,单品,138,万宝路/Marlboro 清透 混合 ３ＫＳＢ,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2
Marlboro/万宝路,外国香烟,2,1,单品,143,万宝路/Marlboro 黑色 薄荷 8mg 硬盒,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2
Marlboro/万宝路,外国香烟,2,1,单品,147,万宝路/Marlboro 薄荷 8mg 长支 硬盒,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2
Marlboro/万宝路,外国香烟,2,1,单品,146,万宝路/Marlboro 薄荷 8mg 硬盒,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2
Marlboro/万宝路,外国香烟,2,1,单品,137,万宝路/Marlboro 冰爆 超劲 8mg 硬盒,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2
Marlboro/万宝路,外国香烟,2,1,单品,145,万宝路/Marlboro 薄荷 4mg 硬盒,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2
Marlboro/万宝路,外国香烟,2,1,单品,136,万宝路/Marlboro 冰爆 超劲 5mg 硬盒,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2
Marlboro/万宝路,外国香烟,2,1,单品,135,万宝路/Marlboro 冰爆 超劲 1mg 硬盒,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2
OSMO/,外国香烟,2,1,单品,316,OSMO 14支 10mg,330,14支,https://ribenyan.com/index.php?m=goods&a=list&brand=28&goods_type=1&ftype=2
OSMO/,外国香烟,2,1,单品,317,OSMO 薄荷 14支 6mg,330,14支,https://ribenyan.com/index.php?m=goods&a=list&brand=28&goods_type=1&ftype=2
Parliament/百乐门,外国香烟,2,1,单品,184,百乐门/Parliament 9mg KS 硬盒,580,,https://ribenyan.com/index.php?m=goods&a=list&brand=39&goods_type=1&ftype=2
Parliament/百乐门,外国香烟,2,1,单品,183,百乐门/Parliament 9mg 长支 硬盒,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=39&goods_type=1&ftype=2
Parliament/百乐门,外国香烟,2,1,单品,187,百乐门/Parliament 淡味 6mg KS 硬盒,580,,https://ribenyan.com/index.php?m=goods&a=list&brand=39&goods_type=1&ftype=2
Parliament/百乐门,外国香烟,2,1,单品,188,百乐门/Parliament 淡味 6mg 长支 硬盒,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=39&goods_type=1&ftype=2
Parliament/百乐门,外国香烟,2,1,单品,186,百乐门/Parliament 超淡 3mg 长支 硬盒,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=39&goods_type=1&ftype=2
Parliament/百乐门,外国香烟,2,1,单品,189,百乐门/Parliament One 1mg 长支 硬盒,620,,https://ribenyan.com/index.php?m=goods&a=list&brand=39&goods_type=1&ftype=2
Peel/百乐,外国香烟,2,1,单品,340,百乐/Peel Grape (葡萄),550,,https://ribenyan.com/index.php?m=goods&a=list&brand=38&goods_type=1&ftype=2
Peel/百乐,外国香烟,2,1,单品,947,百乐/Peel Watermelon (西瓜),550,,https://ribenyan.com/index.php?m=goods&a=list&brand=38&goods_type=1&ftype=2
Peel/百乐,外国香烟,2,1,单品,339,百乐/Peel Orange (橙子),550,,https://ribenyan.com/index.php?m=goods&a=list&brand=38&goods_type=1&ftype=2
Peel/百乐,外国香烟,2,1,单品,1015,百乐/Peel Greek Yogurt (希腊酸奶),550,,https://ribenyan.com/index.php?m=goods&a=list&brand=38&goods_type=1&ftype=2
Peel/百乐,外国香烟,2,1,单品,341,百乐/Peel Red Wine (红酒),550,,https://ribenyan.com/index.php?m=goods&a=list&brand=38&goods_type=1&ftype=2
PEPE/,外国香烟,2,1,单品,267,PEPE Organic 18支,540,18支,https://ribenyan.com/index.php?m=goods&a=list&brand=29&goods_type=1&ftype=2
PEPE/,外国香烟,2,1,单品,268,PEPE Rich Green 18支,500,18支,https://ribenyan.com/index.php?m=goods&a=list&brand=29&goods_type=1&ftype=2
PhilipMorris/菲利普莫里斯,外国香烟,2,1,单品,204,菲利普莫里斯/PhilipMorris 14mg KS 硬盒,450,,https://ribenyan.com/index.php?m=goods&a=list&brand=40&goods_type=1&ftype=2
PhilipMorris/菲利普莫里斯,外国香烟,2,1,单品,203,菲利普莫里斯/PhilipMorris 10mg KS 硬盒,450,,https://ribenyan.com/index.php?m=goods&a=list&brand=40&goods_type=1&ftype=2
PhilipMorris/菲利普莫里斯,外国香烟,2,1,单品,156,菲利普莫里斯/PhilipMorris Purple 1mg 长支 超细 N,450,,https://ribenyan.com/index.php?m=goods&a=list&brand=40&goods_type=1&ftype=2
PhilipMorris/菲利普莫里斯,外国香烟,2,1,单品,205,菲利普莫里斯/PhilipMorris Purple 5mg KS 硬盒,450,,https://ribenyan.com/index.php?m=goods&a=list&brand=40&goods_type=1&ftype=2
